Movie,Rating,Genre,Director,Actor1,Actor2,Budget,Revenue_US,Revenue_World,Date
Australia,6.6,Adventure,Baz Luhrmann,Nicole Kidman,Hugh Jackman,130000000,49554002,215080810,26-Nov-08
Auto Focus,6.6,Biography,Paul Schrader,Greg Kinnear,Willem Dafoe,7000000,2062066,2703821,18-Oct-02
Autumn in New York,5.6,Drama,Joan Chen,Richard Gere,Winona Ryder,40000000,37752931,90717684,11-Aug-00
Avatar,7.8,Action,James Cameron,Sam Worthington,Zoe Saldana,425000000,760507625,2789705275,18-Dec-09
Avengers: Age of Ultron,7.3,Action,Joss Whedon,Robert Downey Jr.,Chris Evans,330600000,459005868,1403013963,1-May-15
Avengers: Endgame,8.7,Action,Joe Russo,Anthony Russo,Chris Evans,400000000,857479493,2793488011,26-Apr-19
Avengers: Infinity War,8.5,Action,Joe Russo,Anthony Russo,Chris Hemsworth,300000000,678815482,2048134200,27-Apr-18
AVP: Alien vs. Predator,5.6,Action,Paul W.S. Anderson,Sanaa Lathan,Lance Henriksen,70000000,80281096,172543519,13-Aug-04
Awake,6.5,Crime,Joby Harold,Hayden Christensen,Jessica Alba,8600000,14373825,32968648,30-Nov-07
Away We Go,7.1,Comedy,Sam Mendes,John Krasinski,Maya Rudolph,21000000,9451946,10108016,5-Jun-09
Baahubali 2: The Conclusion,8.3,Action,S.S. Rajamouli,Prabhas,Rana Daggubati,30000000,18985794,263502914,28-Apr-17
Babel,7.4,Drama,Alejandro G. Inarritu,Brad Pitt,Cate Blanchett,20000000,34302837,132121212,27-Oct-06
Baby Boy,6.4,Crime,John Singleton,AlexSandra Wright,Tyrese Gibson,16000000,28734552,28734552,27-Jun-01
Baby Driver,7.6,Action,Edgar Wright,Ansel Elgort,Jon Bernthal,34000000,107825862,228104185,28-Jun-17
Baby Mama,6,Comedy,Michael McCullers,Tina Fey,Amy Poehler,30000000,60494212,64170447,25-Apr-08
Babylon A.D.,5.6,Action,Mathieu Kassovitz,Vin Diesel,Michelle Yeoh,45000000,22532572,70216497,29-Aug-08
Bachelorette,5.3,Comedy,Leslye Headland,Kirsten Dunst,Isla Fisher,3000000,446770,12577401,7-Sep-12
Bad Boys II,6.6,Action,Michael Bay,Will Smith,Martin Lawrence,130000000,138540870,273271982,18-Jul-03
Bad Company,5.6,Action,Joel Schumacher,Anthony Hopkins,Chris Rock,70000000,30157016,69157016,7-Jun-02
Bad Moms,6.2,Comedy,Scott Moore,Jon Lucas,Kathryn Hahn,20000000,113257297,180998716,29-Jul-16
Bad Santa,7.1,Comedy,Terry Zwigoff,Billy Bob Thornton,Bernie Mac,18000000,60060328,77147031,26-Nov-03
Bad Teacher,5.6,Comedy,Jake Kasdan,Cameron Diaz,Jason Segel,19000000,100292856,215448997,24-Jun-11
Bad Times at the El Royale,7.1,Crime,Drew Goddard,Jeff Bridges,Cynthia Erivo,32000000,17839115,29199399,12-Oct-18
Bad Words,6.6,Comedy,Jason Bateman,Jason Bateman,Kathryn Hahn,10000000,7779614,7843145,14-Mar-14
Baggage Claim,5.1,Comedy,David E. Talbert,Paula Patton,Taye Diggs,8500000,21569509,22885836,27-Sep-13
Bait,5.2,Action,Kimble Rendall,Richard Brancatisano,Xavier Samuel,35000000,15325127,15471969,15-Sep-00
Bait,5.8,Action,Antoine Fuqua,Jamie Foxx,David Morse,35000000,15325127,15471969,15-Sep-00
Bajrangi Bhaijaan,8,Action,Kabir Khan,Salman Khan,Harshaali Malhotra,13000000,8178001,121778347,17-Jul-15
Ballerina,6.8,Animation,��_��_ric Warin,Eric Summer,Paulette Victor-Lifton,30000000,21858070,96892829,25-Aug-17
Ballistic: Ecks vs. Sever,3.7,Action,Wych Kaosayananda,Antonio Banderas,Lucy Liu,70000000,14294842,14294842,20-Sep-02
Bamboozled,6.5,Comedy,Spike Lee,Damon Wayans,Savion Glover,10000000,2185266,2373937,6-Oct-00
Bandidas,5.7,Action,Espen Sandberg,Joachim R��_��_nning,Salma Hayek,35000000,0,19282590,22-Sep-06
Bandits,6.5,Comedy,Barry Levinson,Bruce Willis,Billy Bob Thornton,75000000,41523271,71523271,12-Oct-01
Bandslam,6.3,Comedy,Todd Graff,Aly Michalka,Vanessa Hudgens,20000000,5210988,12967829,14-Aug-09
Bangkok Dangerous,5.4,Action,Oxide Chun Pang,Danny Pang,Charlie Yeung,45000000,15298133,46598133,5-Sep-08
Banlieue 13,7.2,Action,Pierre Morel,Cyril Raffaelli,David Belle,15000000,1200216,11599903,2-Jun-06
Banshee Chapter,5.5,Horror,Blair Erickson,Katia Winter,Ted Levine,950000,0,78122,10-Jan-14
Barbershop,6.3,Comedy,Tim Story,Ice Cube,Cedric the Entertainer,12000000,75781642,77063461,13-Sep-02
Barbershop 2: Back in Business,5.7,Comedy,Kevin Rodney Sullivan,Ice Cube,Cedric the Entertainer,18000000,65070412,65842412,1-Jan-04
Barbershop: The Next Cut,5.9,Comedy,Malcolm D. Lee,Ice Cube,Regina Hall,20000000,54030051,54404202,15-Apr-16
Barney's Version,7.3,Comedy,Richard J. Lewis,Paul Giamatti,Rosamund Pike,30000000,7502560,8845575,14-Jan-11
Basic,6.5,Action,John McTiernan,John Travolta,Samuel L. Jackson,50000000,26599248,42598498,28-Mar-03
Basic Instinct 2,4.3,Drama,Michael Caton-Jones,Sharon Stone,David Morrissey,70000000,5946136,35417162,31-Mar-06
Batman Begins,8.2,Action,Christopher Nolan,Christian Bale,Michael Caine,150000000,205343774,359142722,15-Jun-05
Batman v Superman: Dawn of Justice,6.5,Action,Zack Snyder,Ben Affleck,Henry Cavill,250000000,330360194,867500281,25-Mar-16
Battle of the Sexes,6.7,Biography,Valerie Faris,Jonathan Dayton,Steve Carell,25000000,12638526,18445379,22-Sep-17
Battle of the Year,5,Drama,Benson Lee,Josh Holloway,Laz Alonso,20000000,8888355,16723377,20-Sep-13
Battleship,5.8,Action,Peter Berg,Alexander Skarsgard,Brooklyn Decker,220000000,65233400,313477717,18-May-12
Baywatch,5.5,Action,Seth Gordon,Dwayne Johnson,Zac Efron,60000000,58060186,175863783,25-May-17
Be Cool,5.6,Comedy,F. Gary Gray,John Travolta,Uma Thurman,75000000,55849401,94944017,4-Mar-05
Be Kind Rewind,6.4,Comedy,Michel Gondry,Jack Black,Yasiin Bey,20000000,11175164,30894247,22-Feb-08
Beastly,5.6,Drama,Daniel Barnz,Alex Pettyfer,Vanessa Hudgens,17000000,27865571,38028230,4-Mar-11
Beasts of the Southern Wild,7.3,Adventure,Benh Zeitlin,Quvenzhane Wallis,Dwight Henry,1800000,12795746,23265132,27-Jun-12
Beautiful Boy,7.3,Biography,Felix van Groeningen,Steve Carell,Maura Tierney,25000000,7634767,13224452,12-Oct-18
Beautiful Boy,6.6,Drama,Shawn Ku,Michael Sheen,Maria Bello,25000000,7634767,13224452,12-Oct-18
Beautiful Creatures,6.2,Drama,Richard LaGravenese,Alice Englert,Viola Davis,50000000,19452138,60282876,14-Feb-13
Beauty and the Beast,7.2,Family,Bill Condon,Emma Watson,Dan Stevens,160000000,504014165,1259199706,17-Mar-17
Beauty Shop,5.5,Comedy,Bille Woodruff,Queen Latifah,Alicia Silverstone,25000000,36351350,38351350,1-Jan-04
Because I Said So,5.6,Comedy,Michael Lehmann,Diane Keaton,Mandy Moore,39000000,42674040,69538833,2-Feb-07
Because of Winn-Dixie,6.4,Comedy,Wayne Wang,AnnaSophia Robb,Jeff Daniels,15000000,32647042,33508485,18-Feb-05
Becoming Jane,7.1,Biography,Julian Jarrold,Anne Hathaway,James McAvoy,16500000,18663911,39380876,3-Aug-07
Bedazzled,6,Comedy,Harold Ramis,Brendan Fraser,Elizabeth Hurley,48000000,37879996,90376224,20-Oct-00
Bedtime Stories,6,Comedy,Adam Shankman,Adam Sandler,Keri Russell,80000000,110101975,221468935,25-Dec-08
Bee Movie,6.1,Animation,Steve Hickner,Simon J. Smith,Renee Zellweger,150000000,126631277,287594577,2-Nov-07
Beerfest,6.3,Comedy,Jay Chandrasekhar,Jay Chandrasekhar,Kevin Heffernan,17500000,19185184,20159316,25-Aug-06
Before I Fall,6.4,Drama,Ry Russo-Young,Zoey Deutch,Halston Sage,5000000,12241072,18945682,3-Mar-17
Before I Go to Sleep,6.3,Drama,Rowan Joffe,Nicole Kidman,Colin Firth,22000000,3242457,19563579,31-Oct-14
Before Midnight,7.9,Drama,Richard Linklater,Ethan Hawke,Julie Delpy,3000000,8110621,23251930,24-May-13
Before Sunset,8,Drama,Richard Linklater,Ethan Hawke,Julie Delpy,2000000,5792822,11217346,2-Jul-04
Before We Go,6.8,Comedy,Chris Evans,Chris Evans,Alice Eve,3000000,37151,483938,4-Sep-15
Begin Again,7.4,Comedy,John Carney,Keira Knightley,Mark Ruffalo,8000000,16170632,68838736,27-Jun-14
Beginners,7.2,Comedy,Mike Mills,Ewan McGregor,Christopher Plummer,3200000,5790894,14314407,3-Jun-11
Behind Enemy Lines,6.4,Action,John Moore,Gene Hackman,Owen Wilson,40000000,58855732,58855732,30-Nov-01
Being Julia,7,Comedy,Istvan Szaba,Annette Bening,Michael Gambon,18000000,7739049,14488705,15-Oct-04
Ben Is Back,6.7,Drama,Peter Hedges,Julia Roberts,Lucas Hedges,13000000,3703182,9633359,7-Dec-18
Ben-Hur,5.7,Action,Timur Bekmambetov,Jack Huston,Toby Kebbell,95000000,26410477,91669648,19-Aug-16
Bend It Like Beckham,6.6,Comedy,Gurinder Chadha,Parminder Nagra,Keira Knightley,5600000,32543449,74566042,12-Mar-03
Beneath Hill 60,7.1,Drama,Jeremy Sims,Brendan Cowell,Harrison Gilbertson,9000000,0,3440939,17-Jun-14
Beowulf,6.2,Animation,Robert Zemeckis,Ray Winstone,Crispin Glover,150000000,82280579,195080579,16-Nov-07
Bernie,6.8,Biography,Richard Linklater,Jack Black,Shirley MacLaine,6000000,9204489,10106975,27-Apr-12
Best in Show,7.5,Comedy,Christopher Guest,Fred Willard,Eugene Levy,6000000,18621249,20695413,27-Sep-00
Better Luck Tomorrow,7.1,Crime,Justin Lin,Parry Shen,Jason Tobin,250000,3802390,3809226,11-Apr-03
Beverly Hills Chihuahua,3.8,Adventure,Raja Gosnell,Drew Barrymore,George Lopez,20000000,94514402,154218168,3-Oct-08
Bewitched,4.8,Comedy,Nora Ephron,Nicole Kidman,Will Ferrell,80000000,63313159,131159306,24-Jun-05
Beyond Borders,6.5,Adventure,Martin Campbell,Clive Owen,Angelina Jolie,60000000,4426297,11427090,24-Oct-03
Beyond the Black Rainbow,6.1,Horror,Panos Cosmatos,Eva Bourne,Michael J Rogers,1100000,56491,56491,18-May-12
Beyond the Lights,6.9,Drama,Gina Prince-Bythewood,Gugu Mbatha-Raw,Nate Parker,7000000,14618727,14618727,14-Nov-14
Beyond the Sea,6.7,Biography,Kevin Spacey,Kevin Spacey,Kate Bosworth,24000000,6144806,8292914,17-Dec-04
Bienvenue chez les Ch'tis,7.1,Comedy,Dany Boon,Kad Merad,Dany Boon,16000000,1477650,247474497,25-Jul-08
Big Eyes,7,Biography,Tim Burton,Amy Adams,Christoph Waltz,10000000,14482031,27317872,25-Dec-14
Big Fat Liar,5.4,Adventure,Shawn Levy,Frankie Muniz,Amanda Bynes,15000000,47811275,52461017,8-Feb-02
Big Fish,8,Adventure,Tim Burton,Ewan McGregor,Albert Finney,70000000,66432867,123954323,10-Dec-03
Big Hero 6,7.8,Animation,Chris Williams,Don Hall,Scott Adsit,165000000,222527828,652127828,7-Nov-14
Big Miracle,6.5,Biography,Ken Kwapis,Drew Barrymore,John Krasinski,40000000,20157300,25268680,3-Feb-12
Big Momma's House,5.1,Action,Raja Gosnell,Martin Lawrence,Nia Long,33000000,117559438,173559438,2-Jun-00
Big Momma's House 2,4.7,Comedy,John Whitesell,Martin Lawrence,Emily Procter,40000000,70165972,137047376,27-Jan-06
"Big Mommas: Like Father, Like Son",4.4,Action,John Whitesell,Martin Lawrence,Brandon T. Jackson,32000000,37915414,82332450,18-Feb-11
Big Trouble,6.5,Comedy,Barry Sonnenfeld,Tim Allen,Rene Russo,45000000,7262288,8488871,5-Apr-02
Bilal: A New Breed of Hero,8,Animation,Ayman Jamal,Khurram H. Alavi,Ian McShane,30000000,490973,648599,2-Feb-18
Billy Elliot,7.7,Drama,Stephen Daldry,Jamie Bell,Julie Walters,5000000,21995263,109253745,13-Oct-00
Bird Box,6.6,Drama,Susanne Bier,Sandra Bullock,Trevante Rhodes,19800000,0,0,13-Dec-18
Birdman or (The Unexpected Virtue of Ignorance),7.7,Comedy,Alejandro G. Inarritu,Michael Keaton,Zach Galifianakis,18000000,42340598,103215094,17-Oct-14
Birth,6.1,Drama,Jonathan Glazer,Nicole Kidman,Cameron Bright,20000000,5005899,14603001,29-Oct-04
Birth of the Dragon,5.4,Action,George Nolfi,Billy Magnussen,Yu Xia,31000000,6901965,7220490,25-Aug-17
Birthday Girl,6.1,Comedy,Jez Butterworth,Nicole Kidman,Vincent Cassel,13000000,4919896,8130727,1-Feb-02
Biutiful,7.5,Drama,Alejandro G. Inarritu,Javier Bardem,Maricel ilvarez,35000000,5101237,24687524,28-Jan-11
Black Christmas,4.6,Horror,Glen Morgan,Michelle Trachtenberg,Mary Elizabeth Winstead,9000000,16235738,16235738,5-Dec-06
Black Hawk Down,7.7,Drama,Ridley Scott,Josh Hartnett,Ewan McGregor,95000000,108638745,159691085,28-Dec-01
Black Knight,4.9,Adventure,Gil Junger,Martin Lawrence,Marsha Thomason,35000000,33422806,33422806,21-Nov-01
Black Mass,6.9,Biography,Scott Cooper,Johnny Depp,Benedict Cumberbatch,53000000,62575678,98837872,18-Sep-15
Black or White,6.6,Drama,Mike Binder,Kevin Costner,Octavia Spencer,9000000,21571189,21971021,30-Jan-15
Black Panther,7.3,Action,Ryan Coogler,Chadwick Boseman,Michael B. Jordan,200000000,700059566,1348258224,16-Feb-18
Black Rock,4.7,Horror,Katie Aselton,Katie Aselton,Lake Bell,1000000,0,0,14-May-13
Black Snake Moan,7,Drama,Craig Brewer,Christina Ricci,Samuel L. Jackson,15000000,9396870,10951153,2-Mar-07
Black Swan,8,Drama,Darren Aronofsky,Natalie Portman,Mila Kunis,13000000,106954678,331266710,3-Dec-10
Blackhat,5.4,Action,Michael Mann,Chris Hemsworth,Viola Davis,70000000,8005980,19665004,16-Jan-15
BlacKkKlansman,7.5,Biography,Spike Lee,John David Washington,Adam Driver,15000000,49275340,93059047,10-Aug-18
Blackthorn,6.6,Action,Mateo Gil,Sam Shepard,Eduardo Noriega,4500000,200558,1217307,7-Oct-11
Blade Runner 2049,8,Drama,Denis Villeneuve,Harrison Ford,Ryan Gosling,185000000,92054159,259357408,6-Oct-17
Blade: Trinity,5.9,Action,David S. Goyer,Wesley Snipes,Kris Kristofferson,65000000,52397389,131353165,8-Dec-04
Blades of Glory,6.3,Comedy,Will Speck,Josh Gordon,Jon Heder,61000000,118594548,145594548,30-Mar-07
Blair Witch,5,Horror,Adam Wingard,James Allen McCune,Callie Hernandez,10000000,20777061,38985577,16-Sep-16
Bleed for This,6.8,Biography,Ben Younger,Miles Teller,Aaron Eckhart,16000000,5083906,6603926,18-Nov-16
Blended,6.5,Comedy,Frank Coraci,Adam Sandler,Drew Barrymore,45000000,46290741,127990741,23-May-14
Bless the Child,5.1,Crime,Chuck Russell,Kim Basinger,Jimmy Smits,40000000,29374178,40435694,11-Aug-00
Blindness,6.6,Drama,Fernando Meirelles,Julianne Moore,Mark Ruffalo,25000000,3073392,20052958,3-Oct-08
Blockers,6.2,Comedy,Kay Cannon,Leslie Mann,John Cena,21000000,60311495,94045328,6-Apr-18
Blood and Chocolate,5.5,Drama,Katja von Garnier,Agnes Bruckner,Hugh Dancy,15000000,3526588,6551310,26-Jan-07
Blood Diamond,8,Adventure,Edward Zwick,Leonardo DiCaprio,Djimon Hounsou,100000000,57377916,171377916,8-Dec-06
Blood Ties,6.5,Action,Guillaume Canet,Clive Owen,Marion Cotillard,26000000,42472,2923959,21-Mar-14
Blood Work,6.4,Action,Clint Eastwood,Clint Eastwood,Jeff Daniels,50000000,26199517,26199517,9-Aug-02
BloodRayne,2.9,Action,Uwe Boll,Kristanna Loken,Ben Kingsley,25000000,2405420,3711633,6-Jan-06
Blow,7.6,Biography,Ted Demme,Johnny Depp,Penelope Cruz,30000000,52990775,83282296,6-Apr-01
Blue Crush,5.6,Drama,John Stockwell,Kate Bosworth,Michelle Rodriguez,30000000,40118420,51618420,16-Aug-02
Blue Jasmine,7.3,Drama,Woody Allen,Cate Blanchett,Alec Baldwin,18000000,33404871,102912961,26-Jul-13
Blue Ruin,7.1,Crime,Jeremy Saulnier,Macon Blair,Devin Ratray,420000,258384,437002,25-Apr-14
Blue Valentine,7.4,Drama,Derek Cianfrance,Ryan Gosling,Michelle Williams,1000000,9737892,16566240,29-Dec-10
Boat Trip,4.9,Comedy,Mort Nathan,Cuba Gooding Jr.,Horatio Sanz,15000000,8586376,14933713,21-Mar-03
Bobby,7,Biography,Emilio Estevez,Anthony Hopkins,Demi Moore,14000000,11242801,20597806,17-Nov-06
Body of Lies,7.1,Action,Ridley Scott,Leonardo DiCaprio,Russell Crowe,67500000,39394666,118556530,10-Oct-08
Bohemian Rhapsody,8,Biography,Bryan Singer,Rami Malek,Lucy Boynton,55000000,216303339,893745898,2-Nov-18
Boiler Room,7,Crime,Ben Younger,Giovanni Ribisi,Vin Diesel,9000000,16963963,28773637,18-Feb-00
Bolt,6.8,Animation,Chris Williams,Byron Howard,Miley Cyrus,150000000,114053579,328015029,21-Nov-08
"Bon Cop, Bad Cop",6.9,Action,Erik Canuel,Michel Beaudry,Patrice Belanger,8000000,12671300,12740705,4-Aug-06
Bone Tomahawk,7.1,Adventure,S. Craig Zahler,Kurt Russell,Patrick Wilson,2000000,0,475846,23-Oct-15
Bones,4.1,Crime,Ernest R. Dickerson,Snoop Dogg,Pam Grier,10000000,7316658,8378853,24-Oct-01
Boogeyman,4.2,Drama,Stephen Kay,Barry Watson,Emily Deschanel,20000000,46752382,67192859,4-Feb-05
Book Club,6.1,Comedy,Bill Holderman,Diane Keaton,Jane Fonda,10000000,68566296,91310059,18-May-18
Book of Shadows: Blair Witch 2,4,Adventure,Joe Berlinger,Jeffrey Donovan,Stephen Barker Turner,15000000,26421314,47721314,27-Oct-00
Bottle Shock,6.8,Comedy,Randall Miller,Chris Pine,Alan Rickman,5000000,4078607,4815890,6-Aug-08
Bounce,5.7,Drama,Don Roos,Ben Affleck,Gwyneth Paltrow,35000000,36805288,53425292,17-Nov-00
Boyhood,7.9,Drama,Richard Linklater,Ellar Coltrane,Patricia Arquette,4000000,25379975,57273049,11-Jul-14
Boys and Girls,5.4,Comedy,Robert Iscove,Freddie Prinze Jr.,Claire Forlani,16000000,21799652,21799652,16-Jun-00
Brave,7.1,Animation,Brenda Chapman,Mark Andrews,Billy Connolly,185000000,237282182,554606532,22-Jun-12
Breakin' All the Rules,5.6,Comedy,Daniel Taplitz,Jamie Foxx,Gabrielle Union,9000000,12232382,12512317,14-May-04
Breaking In,5.4,Action,James McTeigue,Gabrielle Union,Billy Burke,6000000,46840590,51411620,11-May-18
Brick,7.3,Action,Rian Johnson,Joseph Gordon-Levitt,Lukas Haas,450000,2075743,4243996,31-Mar-06
Brick Mansions,5.7,Action,Camille Delamarre,Paul Walker,David Belle,28000000,20396829,73421224,25-Apr-14
Bride & Prejudice,6.2,Comedy,Gurinder Chadha,Martin Henderson,Aishwarya Rai Bachchan,7000000,6601079,25269040,11-Feb-05
Bride Wars,5.5,Comedy,Gary Winick,Kate Hudson,Anne Hathaway,30000000,58715510,115150424,9-Jan-09
Bridesmaids,6.8,Comedy,Paul Feig,Kristen Wiig,Maya Rudolph,32500000,169211718,289632023,13-May-11
Bridge of Spies,7.6,Drama,Steven Spielberg,Tom Hanks,Mark Rylance,40000000,72313754,162498338,16-Oct-15
Bridge to Terabithia,7.2,Drama,Gabor Csupo,Josh Hutcherson,AnnaSophia Robb,25000000,82234139,137984788,16-Feb-07
Bridget Jones: The Edge of Reason,6,Comedy,Beeban Kidron,Renee Zellweger,Colin Firth,50000000,40203020,263894551,12-Nov-04
Bridget Jones's Diary,6.7,Comedy,Sharon Maguire,Renee Zellweger,Colin Firth,25000000,71500556,281527158,13-Apr-01
Bright,6.4,Action,David Ayer,Will Smith,Joel Edgerton,90000000,0,0,13-Dec-17
Bright Star,7,Biography,Jane Campion,Abbie Cornish,Ben Whishaw,8500000,4444637,17220091,17-Sep-09
Brightburn,6.3,Horror,David Yarovesky,Elizabeth Banks,David Denman,7000000,17259427,32139941,24-May-19
Bring It On,6,Comedy,Peyton Reed,Kirsten Dunst,Eliza Dushku,10000000,68353550,90453550,25-Aug-00
Bringing Down the House,5.6,Comedy,Adam Shankman,Steve Martin,Queen Latifah,20000000,132675402,164675402,7-Mar-03
Brokeback Mountain,7.7,Drama,Ang Lee,Jake Gyllenhaal,Heath Ledger,13900000,83043761,176980863,9-Dec-05
Broken City,6.2,Crime,Allen Hughes,Mark Wahlberg,Russell Crowe,35000000,19701164,34480045,18-Jan-13
Broken Flowers,7.2,Comedy,Jim Jarmusch,Bill Murray,Jessica Lange,10000000,13744960,40744960,5-Aug-05
Bronson,7.1,Action,Nicolas Winding Refn,Tom Hardy,Kelly Adams,230000,104979,2703762,9-Oct-09
Brooklyn,7.5,Drama,John Crowley,Saoirse Ronan,Emory Cohen,11000000,38322743,62076141,4-Nov-15
Brooklyn's Finest,6.7,Crime,Antoine Fuqua,Richard Gere,Don Cheadle,17000000,27163593,39233233,5-Mar-10
Brother,7.2,Crime,Takeshi Kitano,Takeshi Kitano,Claude Maki,12000000,450594,450594,20-Jul-01
Brothers,7.1,Action,Jim Sheridan,Jake Gyllenhaal,Natalie Portman,26000000,28544157,45043870,4-Dec-09
Brothers,6.6,Action,Karan Malhotra,Akshay Kumar,Sidharth Malhotra,26000000,28544157,45043870,4-Dec-09
Brown Sugar,6.5,Romance,Rick Famuyiwa,Taye Diggs,Sanaa Lathan,8000000,27362712,28315272,11-Oct-02
Bruce Almighty,6.7,Comedy,Tom Shadyac,Jim Carrey,Jennifer Aniston,81000000,242704995,484468608,23-May-03
Bubba Ho-Tep,7.1,Comedy,Don Coscarelli,Bruce Campbell,Ossie Davis,1000000,1239183,1492895,19-Sep-03
Bubble Boy,5.6,Adventure,Blair Hayes,Jake Gyllenhaal,Swoosie Kurtz,13000000,5002310,5002310,24-Aug-01
Bucky Larson: Born to Be a Star,3.2,Comedy,Tom Brady,Nick Swardson,Don Johnson,10000000,2529395,2529395,9-Sep-11
Buffalo Soldiers,6.8,Comedy,Gregor Jordan,Joaquin Phoenix,Anna Paquin,15000000,353743,353743,25-Jul-03
Bug,6.1,Drama,William Friedkin,Ashley Judd,Michael Shannon,4000000,7006708,8302995,25-May-07
Bullet to the Head,5.7,Action,Walter Hill,Sylvester Stallone,Jason Momoa,55000000,9489829,22597969,1-Feb-13
Bulletproof Monk,5.5,Action,Paul Hunter,Yun-Fat Chow,Seann William Scott,52000000,23010607,23010607,16-Apr-03
Bully,7,Biography,Larry Clark,Brad Renfro,Nick Stahl,2100000,881824,1381824,13-Jul-01
Bumblebee,6.8,Action,Travis Knight,Hailee Steinfeld,Jorge Lendeborg Jr.,102000000,127195589,465195589,21-Dec-18
Buried,7,Drama,Rodrigo Cortes,Ryan Reynolds,Jose Luis Garcia Perez,1987650,1044143,21270290,24-Sep-10
Burlesque,6.4,Drama,Steve Antin,Cher,Christina Aguilera,55000000,39440655,90552675,24-Nov-10
Burn After Reading,7,Comedy,Joel Coen,Ethan Coen,Frances McDormand,37000000,60355347,168167798,12-Sep-08
Burnt,6.6,Comedy,John Wells,Bradley Cooper,Sienna Miller,20000000,13651946,36773510,30-Oct-15
Butterfly on a Wheel,6.7,Crime,Mike Barker,Pierce Brosnan,Maria Bello,20000000,0,0,25-Dec-07
By the Sea,5.3,Drama,Angelina Jolie,Brad Pitt,Angelina Jolie,20000000,538460,3727746,13-Nov-15
Ca$h,6,Crime,Stephen Milburn Anderson,Sean Bean,Chris Hemsworth,13700000,0,11738256,31-Dec-08
Cabin Fever,5.6,Horror,Eli Roth,Jordan Ladd,Rider Strong,1500000,21158188,30351664,12-Sep-03
Cabin Fever,3.7,Horror,Travis Zariwny,Gage Golightly,Matthew Daddario,1500000,21158188,30351664,12-Sep-03
Cadillac Records,7,Biography,Darnell Martin,Adrien Brody,Jeffrey Wright,12000000,8195551,8942516,5-Dec-08
